Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Valentin Mihaila,Parma,28,ROU,"AM,LW",24-227,87,0,1,0,0,2,0,0,0,31,0,0,1,0.1,0.1,0.2,3,1,18,21,"85,7",1,16,2,2,1,2024-09-16
Drissa Camara,Parma,23,CIV,LW,22-211,3,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-09-16
Simon Sohm,Parma,19,SUI,"DM,AM",23-158,69,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,13,16,"81,3",0,9,1,0,0,2024-09-16
Hernani,Parma,27,BRA,"DM,AM",30-173,21,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,12,19,"63,2",2,9,0,0,0,2024-09-16
Adrian Bernabe,Parma,10,ESP,DM,23-113,90,0,0,0,0,0,0,0,0,60,0,0,1,0.0,0.0,0.0,3,0,47,56,"83,9",4,28,0,2,1,2024-09-16
Woyo Coulibaly,Parma,26,FRA,LB,25-119,90,0,0,0,0,0,0,0,0,57,1,0,1,0.0,0.0,0.0,2,0,45,50,"90,0",4,33,1,0,0,2024-09-16
Alessandro Circati,Parma,39,AUS,CB,20-342,90,0,0,0,0,0,0,0,0,76,0,0,1,0.0,0.0,0.0,1,0,55,66,"83,3",3,42,0,0,0,2024-09-16
Botond Balogh,Parma,4,HUN,CB,22-102,87,0,0,0,0,0,0,0,0,63,1,1,1,0.0,0.0,0.0,0,0,48,52,"92,3",1,32,0,0,0,2024-09-16
Antoine Hainaut,Parma,20,FRA,RB,22-211,3,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",0,2,0,0,0,2024-09-16
Enrico Del Prato,Parma,15,ITA,"RB,CB",24-311,90,1,0,0,0,1,1,0,0,59,0,0,1,0.1,0.1,0.0,3,1,42,51,"82,4",2,29,0,0,0,2024-09-16
Leandro Chichizola,Parma,1,ARG,GK,34-173,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,2,0,37,50,"74,0",1,30,0,0,0,2024-09-16
Lorenzo Lucca,Udinese,17,ITA,FW,24-006,65,1,0,0,0,3,1,0,0,13,0,0,0,0.3,0.3,0.0,0,0,7,8,"87,5",1,4,0,0,0,2024-09-16
Keinan Davis,Udinese,9,ENG,FW,26-216,25,0,1,0,0,1,0,1,0,20,1,0,0,0.2,0.2,1.4,4,1,9,13,"69,2",1,8,1,2,1,2024-09-16
Florian Thauvin,Udinese,10,FRA,FW,31-234,84,2,0,0,0,5,3,0,0,56,1,0,0,1.5,1.5,0.1,6,0,26,43,"60,5",7,28,7,3,2,2024-09-16
Brenner,Udinese,22,BRA,FW,24-244,6,0,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0.0,1,0,3,3,"100,0",0,4,1,0,0,2024-09-16
Martín Payero,Udinese,5,ARG,CM,26-005,45,0,0,0,0,1,0,0,0,19,0,0,0,0.0,0.0,0.0,2,0,11,13,"84,6",0,12,1,2,1,2024-09-16
Jurgen Ekkelenkamp,Udinese,32,NED,CM,24-164,45,0,0,0,0,2,1,0,0,33,1,0,1,0.3,0.3,0.0,1,1,27,31,"87,1",3,12,2,1,1,2024-09-16
Jesper Karlström,Udinese,25,SWE,CM,29-087,90,0,0,0,0,1,0,0,0,53,1,2,0,0.0,0.0,0.0,1,0,40,46,"87,0",7,21,2,0,0,2024-09-16
Sandi Lovrić,Udinese,8,SVN,CM,26-172,65,0,0,0,0,2,0,0,0,38,2,1,0,0.2,0.2,0.0,5,1,27,35,"77,1",8,19,0,0,0,2024-09-16
Oier Zarraga,Udinese,6,ESP,CM,25-256,25,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.2,1,0,15,16,"93,8",2,9,1,1,1,2024-09-16
Hassane Kamara,Udinese,11,CIV,LB,30-195,90,0,1,0,0,1,0,0,0,58,1,3,1,0.0,0.0,0.5,5,1,40,47,"85,1",2,28,5,1,0,2024-09-16
Lautaro Gianetti,Udinese,30,ARG,CB,30-308,45,0,0,0,0,0,0,1,0,38,3,3,0,0.0,0.0,0.0,0,0,26,31,"83,9",0,19,0,0,0,2024-09-16
Christian Kabasele,Udinese,27,BEL,CB,33-205,45,0,0,0,0,0,0,0,0,30,2,2,1,0.0,0.0,0.0,1,0,22,23,"95,7",2,16,0,0,0,2024-09-16
Jaka Bijol,Udinese,29,SVN,CB,25-224,90,0,0,0,0,0,0,0,0,62,0,2,1,0.0,0.0,0.0,1,0,47,53,"88,7",2,36,0,0,0,2024-09-16
Thomas Kristensen,Udinese,31,DEN,CB,22-243,90,0,0,0,0,0,0,0,0,67,2,0,0,0.0,0.0,0.0,1,0,60,66,"90,9",1,34,0,0,0,2024-09-16
Kingsley Ehizibue,Udinese,19,NED,RB,29-114,90,0,0,0,0,1,0,1,0,37,0,1,0,0.0,0.0,0.2,5,0,25,34,"73,5",2,15,1,0,0,2024-09-16
Maduka Okoye,Udinese,40,NGA,GK,25-019,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,33,38,"86,8",0,19,0,0,0,2024-09-16
Valentín Castellanos,Lazio,11,ARG,FW,25-349,65,1,0,0,0,2,1,0,0,21,0,0,2,0.3,0.3,0.0,1,1,7,15,"46,7",1,8,1,1,1,2024-09-16
Gaetano Castrovilli,Lazio,22,ITA,AM,27-212,25,0,0,0,0,1,0,0,0,13,1,1,0,0.0,0.0,0.0,1,0,8,9,"88,9",1,9,2,1,0,2024-09-16
Mattia Zaccagni,Lazio,10,ITA,LW,29-092,89,0,2,0,0,2,1,0,0,43,1,1,1,0.6,0.6,0.4,5,2,21,32,"65,6",5,28,1,3,2,2024-09-16
Tijjani Noslin,Lazio,14,NED,LW,25-071,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,1,2,"50,0",0,0,0,0,0,2024-09-16
Gustav Isaksen,Lazio,18,DEN,RW,23-150,65,0,0,0,0,1,0,0,0,37,0,0,1,0.0,0.0,0.0,0,0,24,33,"72,7",0,21,2,1,0,2024-09-16
Loum Tchaouna,Lazio,20,FRA,RW,21-008,25,0,0,0,0,2,1,0,0,8,1,0,0,0.0,0.0,0.0,1,0,3,5,"60,0",0,3,1,0,0,2024-09-16
Boulaye Dia,Lazio,19,SEN,"AM,FW",27-305,90,1,0,0,0,2,2,0,0,37,1,0,0,0.1,0.1,0.6,5,0,26,28,"92,9",4,21,4,4,4,2024-09-16
Nicolò Rovella,Lazio,6,ITA,DM,22-287,80,0,0,0,0,1,1,1,0,69,3,0,1,0.0,0.0,0.0,2,0,60,64,"93,8",5,36,3,0,0,2024-09-16
Matías Vecino,Lazio,5,URU,DM,33-023,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,8,"87,5",0,3,0,0,0,2024-09-16
Mattéo Guendouzi,Lazio,8,FRA,DM,25-155,90,0,0,0,0,0,0,0,0,72,3,1,0,0.0,0.0,0.0,2,0,56,60,"93,3",8,46,2,1,1,2024-09-16
Nuno Tavares,Lazio,30,POR,LB,24-234,90,0,0,0,0,3,1,0,0,66,1,0,0,0.3,0.3,0.0,5,1,42,53,"79,2",3,38,5,4,2,2024-09-16
Alessio Romagnoli,Lazio,13,ITA,CB,29-248,90,0,0,0,0,0,0,0,0,75,1,0,0,0.0,0.0,0.0,1,0,68,73,"93,2",1,45,0,0,0,2024-09-16
Mario Gila,Lazio,34,ESP,CB,24-018,90,0,0,0,0,0,0,1,0,89,2,1,0,0.0,0.0,0.0,1,0,71,80,"88,8",10,63,3,0,0,2024-09-16
Manuel Lazzari,Lazio,29,ITA,RB,30-292,88,0,0,0,0,0,0,0,0,48,1,0,1,0.0,0.0,0.0,0,0,33,42,"78,6",3,26,5,2,0,2024-09-16
Adam Marušić,Lazio,77,MNE,RB,31-335,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-09-16
Ivan Provedel,Lazio,94,ITA,GK,30-183,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,33,42,"78,6",0,33,0,0,0,2024-09-16
Casper Tengstedt,Hellas Verona,11,DEN,"FW,RW",24-107,90,1,0,0,0,1,1,1,0,26,0,1,1,0.5,0.5,0.0,0,0,10,15,"66,7",1,11,3,1,0,2024-09-16
Abdou Harroui,Hellas Verona,18,NED,LW,26-247,66,0,0,0,0,1,0,0,0,30,1,0,0,0.0,0.0,0.0,0,0,11,19,"57,9",1,17,3,2,0,2024-09-16
Faride Alidou,Hellas Verona,29,GER,LW,23-060,24,0,0,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.0,2,0,5,6,"83,3",0,8,0,3,2,2024-09-16
Grigoris Kastanos,Hellas Verona,20,CYP,RW,26-230,52,0,1,0,0,0,0,0,0,17,1,0,1,0.0,0.0,0.5,1,1,5,13,"38,5",2,7,1,1,0,2024-09-16
Daniel Mosquera,Hellas Verona,35,COL,FW,24-332,38,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,6,"83,3",0,9,0,2,1,2024-09-16
Darko Lazović,Hellas Verona,8,SRB,LM,34-001,66,0,0,0,0,0,0,0,0,45,1,0,1,0.0,0.0,0.1,1,0,28,38,"73,7",3,17,2,1,0,2024-09-16
Davide Faraoni,Hellas Verona,5,ITA,RM,32-327,24,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,8,13,"61,5",0,7,1,0,0,2024-09-16
Daniel Bandeira,Hellas Verona,21,POR,CM,24-158,88,0,0,0,0,0,0,0,0,65,2,2,0,0.0,0.0,0.0,1,0,50,59,"84,7",7,31,0,0,0,2024-09-16
Alphadjo Cissè,Hellas Verona,80,ITA,CM,17-330,2,0,0,0,0,1,1,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,6,"83,3",1,3,0,0,0,2024-09-16
Reda Belahyane,Hellas Verona,6,FRA,CM,20-107,90,0,0,0,0,0,0,0,0,52,2,1,1,0.0,0.0,0.0,1,0,39,48,"81,3",8,34,0,3,2,2024-09-16
Jackson Tchatchoua,Hellas Verona,38,CMR,"RM,LM",23-002,90,0,0,0,0,1,0,1,0,40,0,1,1,0.0,0.0,0.0,3,0,23,32,"71,9",2,16,3,1,1,2024-09-16
Paweł Dawidowicz,Hellas Verona,27,POL,CB,29-119,90,0,0,0,0,0,0,0,0,68,1,1,0,0.0,0.0,0.0,0,0,58,61,"95,1",4,39,0,0,0,2024-09-16
Diego Coppola,Hellas Verona,42,ITA,CB,20-263,90,0,0,0,0,0,0,0,0,73,1,1,1,0.0,0.0,0.0,1,1,61,68,"89,7",1,45,0,0,0,2024-09-16
Flavius Daniliuc,Hellas Verona,4,AUT,CB,23-142,88,0,0,0,0,1,0,0,0,44,0,0,0,0.1,0.1,0.0,2,0,35,41,"85,4",1,27,0,0,0,2024-09-16
Amin Sarr,Hellas Verona,9,SWE,CB,23-189,2,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,2,0,1,1,2024-09-16
Lorenzo Montipò,Hellas Verona,1,ITA,GK,28-209,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,17,24,"70,8",0,6,0,0,0,2024-09-16
